trial_id,company,drug_class,trial_phase,country_code,aci,patient_count,base_fee_eur,date
3461,BioAxis_Pty,Neurology,Phase_II,NL,D,217,72.46,2023-04-02
3462,PharmaScope_BV,Oncology,Phase_II,US,B,179,383.4,2024-11-01
3463,NovaTrial_Ltd,Neurology,Phase_II,US,B,327,387.77,2024-08-08
3464,BioAxis_Pty,Oncology,Phase_I,DE,D,434,92.07,2022-02-25
3465,BioPharm_Corp,Neurology,Phase_I,AU,C,313,403.4,2023-01-30
3466,ClinPath_AG,Rare_Disease,Phase_I,AU,A,49,227.74,2024-04-01
3467,GlobalClin_KK,Neurology,Phase_IV,AU,B,410,244.85,2023-08-14
3468,BioAxis_Pty,Immunology,Phase_II,NL,D,137,416.86,2022-10-10
3469,TriPharm_LLC,Cardiology,Phase_IV,CA,A,234,440.99,2023-07-30
3470,BioAxis_Pty,Rare_Disease,Phase_I,AU,B,219,369.61,2024-08-07
3471,ClinPath_AG,Neurology,Phase_IV,IT,B,79,464.64,2022-09-02
3472,BioAxis_Pty,Immunology,Phase_III,US,C,473,71.51,2024-03-28
3473,BioAxis_Pty,Immunology,Phase_II,CA,A,162,63.82,2024-03-16
3474,GlobalClin_KK,Immunology,Phase_III,JP,D,74,297.64,2024-08-28
3475,BioAxis_Pty,Rare_Disease,Phase_IV,NL,D,327,294.08,2022-11-23
3476,CurePath_AB,Neurology,Phase_I,NL,B,154,287.63,2022-08-25
3477,TrialBridge_SA,Oncology,Phase_II,DE,D,183,98.53,2023-08-24
3478,TriPharm_LLC,Cardiology,Phase_IV,US,D,342,71.97,2023-08-06
3479,GlobalClin_KK,Cardiology,Phase_I,NL,C,140,285.95,2023-03-25
3480,BioPharm_Corp,Neurology,Phase_III,CA,B,358,201.52,2024-05-04
3481,NovaTrial_Ltd,Oncology,Phase_III,JP,C,98,86.25,2024-05-25
3482,PharmaScope_BV,Cardiology,Phase_III,JP,D,421,109.51,2022-09-27
3483,PharmaScope_BV,Immunology,Phase_II,AU,A,53,255.8,2024-05-21
3484,CurePath_AB,Neurology,Phase_III,JP,E,149,443.13,2022-09-10
3485,GlobalClin_KK,Cardiology,Phase_IV,BR,D,408,133.32,2023-03-23
3486,BioPharm_Corp,Neurology,Phase_III,JP,E,319,76.5,2022-01-30
3487,PharmaScope_BV,Oncology,Phase_IV,NL,E,23,451.41,2023-01-09
3488,TrialBridge_SA,Oncology,Phase_I,DE,D,229,252.03,2024-11-16
3489,TriPharm_LLC,Immunology,Phase_I,BR,E,205,119.28,2023-05-01
3490,GlobalClin_KK,Immunology,Phase_III,DE,B,483,273.91,2024-02-18
3491,NovaTrial_Ltd,Immunology,Phase_IV,BR,E,435,281.67,2022-04-29
3492,NovaTrial_Ltd,Cardiology,Phase_II,AU,C,393,462.41,2023-11-28
3493,MedResearch_Inc,Cardiology,Phase_III,IT,B,395,349.7,2023-02-12
3494,PharmaScope_BV,Rare_Disease,Phase_IV,JP,A,151,302.32,2024-03-26
3495,NovaTrial_Ltd,Immunology,Phase_III,DE,B,87,382.78,2024-10-14
3496,BioAxis_Pty,Oncology,Phase_III,CA,D,315,274.63,2023-08-06
3497,BioPharm_Corp,Rare_Disease,Phase_I,DE,A,190,76.86,2022-04-23
3498,BioPharm_Corp,Neurology,Phase_III,CA,C,469,163.68,2023-06-06
3499,NovaTrial_Ltd,Cardiology,Phase_I,CA,D,123,264.77,2022-05-15
3500,NovaTrial_Ltd,Cardiology,Phase_III,AU,C,464,252.02,2023-05-08
3501,TrialBridge_SA,Neurology,Phase_IV,US,C,69,285.55,2022-03-09
3502,CurePath_AB,Oncology,Phase_II,AU,D,430,109.35,2023-12-03
3503,TriPharm_LLC,Oncology,Phase_IV,IT,A,84,150.59,2022-12-07
3504,CurePath_AB,Neurology,Phase_III,FR,E,96,376.35,2022-08-09
3505,GlobalClin_KK,Rare_Disease,Phase_III,IT,E,361,178.76,2022-01-19
3506,TrialBridge_SA,Neurology,Phase_IV,US,A,230,184.2,2024-08-31
3507,MedResearch_Inc,Rare_Disease,Phase_III,NL,C,121,256.94,2024-07-06
3508,PharmaScope_BV,Immunology,Phase_II,IT,D,159,484.04,2024-06-08
3509,CurePath_AB,Rare_Disease,Phase_I,AU,A,232,479.65,2022-03-05
3510,NovaTrial_Ltd,Oncology,Phase_II,CA,C,13,408.67,2023-01-19
3511,CurePath_AB,Rare_Disease,Phase_III,US,C,455,338.88,2024-11-30
3512,CurePath_AB,Rare_Disease,Phase_IV,AU,C,307,309.66,2023-09-27
3513,BioPharm_Corp,Rare_Disease,Phase_IV,BR,B,28,139.01,2022-05-21
3514,ClinPath_AG,Oncology,Phase_IV,AU,D,394,264.66,2022-06-04
3515,MedResearch_Inc,Cardiology,Phase_III,DE,C,368,257.03,2022-10-16
3516,TriPharm_LLC,Neurology,Phase_I,FR,E,229,320.65,2024-12-01
3517,PharmaScope_BV,Immunology,Phase_III,CA,E,351,345.28,2022-07-05
3518,BioAxis_Pty,Immunology,Phase_II,JP,E,460,259.05,2024-09-16
3519,GlobalClin_KK,Rare_Disease,Phase_II,NL,C,479,124.43,2024-01-14
3520,BioPharm_Corp,Oncology,Phase_IV,FR,B,268,351.8,2024-10-07
3521,GlobalClin_KK,Cardiology,Phase_I,AU,D,156,250.22,2024-06-24
3522,GlobalClin_KK,Oncology,Phase_IV,US,D,401,439.21,2022-12-31
3523,CurePath_AB,Neurology,Phase_I,FR,D,396,205.46,2024-06-26
3524,TriPharm_LLC,Cardiology,Phase_I,NL,A,19,447.02,2022-07-05
3525,TrialBridge_SA,Immunology,Phase_II,FR,A,98,271.61,2022-11-15
3526,CurePath_AB,Cardiology,Phase_II,DE,D,241,306.47,2022-08-21
3527,NovaTrial_Ltd,Cardiology,Phase_II,NL,E,14,258.12,2022-05-26
3528,GlobalClin_KK,Cardiology,Phase_I,DE,C,147,210.11,2022-04-09
3529,TrialBridge_SA,Immunology,Phase_II,IT,E,195,128.62,2022-07-25
3530,NovaTrial_Ltd,Rare_Disease,Phase_III,IT,D,222,159.57,2022-05-12
3531,TrialBridge_SA,Oncology,Phase_III,FR,C,211,338.35,2023-02-21
3532,GlobalClin_KK,Oncology,Phase_I,ES,C,413,127.64,2022-03-20
3533,PharmaScope_BV,Rare_Disease,Phase_III,CA,E,274,215.28,2022-03-09
3534,GlobalClin_KK,Rare_Disease,Phase_II,BR,C,124,248.29,2024-12-20
3535,BioAxis_Pty,Rare_Disease,Phase_III,IT,A,462,247.73,2022-04-07
3536,TrialBridge_SA,Rare_Disease,Phase_I,NL,D,413,150.21,2022-03-23
3537,MedResearch_Inc,Cardiology,Phase_I,ES,C,202,447.94,2022-02-02
3538,ClinPath_AG,Oncology,Phase_IV,AU,A,438,278.4,2022-05-26
3539,GlobalClin_KK,Immunology,Phase_I,FR,A,229,452.04,2023-08-02
3540,TriPharm_LLC,Immunology,Phase_I,JP,D,143,98.68,2024-06-25
3541,PharmaScope_BV,Rare_Disease,Phase_II,AU,C,313,497.7,2024-03-16
3542,TrialBridge_SA,Rare_Disease,Phase_III,IT,C,251,432.17,2023-09-28
3543,TriPharm_LLC,Rare_Disease,Phase_II,CA,E,348,456.69,2022-04-04
3544,ClinPath_AG,Cardiology,Phase_I,NL,A,244,226.93,2024-04-28
3545,CurePath_AB,Cardiology,Phase_III,DE,A,194,422.93,2022-02-10
3546,ClinPath_AG,Neurology,Phase_I,DE,B,72,176.55,2023-11-23
3547,ClinPath_AG,Cardiology,Phase_III,BR,D,302,160.64,2023-03-25
3548,ClinPath_AG,Immunology,Phase_I,IT,B,460,212.49,2024-08-24
3549,BioPharm_Corp,Rare_Disease,Phase_II,NL,E,211,99.79,2022-12-04
3550,PharmaScope_BV,Immunology,Phase_I,IT,E,337,369.26,2023-12-01
3551,MedResearch_Inc,Oncology,Phase_II,ES,B,358,396.19,2023-04-28
3552,ClinPath_AG,Rare_Disease,Phase_III,NL,E,345,173.06,2023-07-27
3553,BioAxis_Pty,Cardiology,Phase_I,AU,E,49,209.55,2024-10-25
3554,TrialBridge_SA,Cardiology,Phase_III,CA,E,380,112.76,2024-02-21
3555,NovaTrial_Ltd,Neurology,Phase_II,FR,D,10,409.67,2023-03-31
3556,NovaTrial_Ltd,Oncology,Phase_II,JP,D,88,461.87,2023-05-06
3557,CurePath_AB,Immunology,Phase_II,US,A,401,256.43,2024-02-12
3558,ClinPath_AG,Immunology,Phase_IV,ES,E,372,255.82,2023-01-15
3559,MedResearch_Inc,Neurology,Phase_III,NL,D,138,358.5,2022-07-03
3560,NovaTrial_Ltd,Cardiology,Phase_II,BR,E,113,293.96,2023-05-28
3561,CurePath_AB,Cardiology,Phase_I,NL,A,391,472.69,2022-03-16
3562,MedResearch_Inc,Immunology,Phase_IV,AU,D,437,251.79,2022-07-06
3563,BioAxis_Pty,Rare_Disease,Phase_III,DE,A,22,455.11,2023-04-07
3564,PharmaScope_BV,Neurology,Phase_III,US,C,191,185.98,2024-05-23
3565,CurePath_AB,Rare_Disease,Phase_IV,AU,A,275,442.42,2024-05-06
3566,PharmaScope_BV,Neurology,Phase_I,AU,D,436,324.19,2022-10-13
3567,CurePath_AB,Oncology,Phase_IV,US,C,48,376.26,2023-04-08
3568,BioAxis_Pty,Rare_Disease,Phase_I,AU,B,323,257.31,2022-06-18
3569,PharmaScope_BV,Cardiology,Phase_III,US,A,32,308.37,2024-04-07
3570,PharmaScope_BV,Immunology,Phase_I,IT,D,210,320.98,2022-09-28
3571,GlobalClin_KK,Neurology,Phase_I,IT,A,476,441.83,2024-05-26
3572,GlobalClin_KK,Immunology,Phase_III,BR,E,232,249.75,2024-07-11
3573,BioAxis_Pty,Immunology,Phase_III,DE,C,66,251.36,2024-01-26
3574,BioPharm_Corp,Rare_Disease,Phase_III,JP,A,297,427.03,2022-12-28
3575,ClinPath_AG,Rare_Disease,Phase_I,FR,A,348,190.34,2024-11-10
3576,PharmaScope_BV,Cardiology,Phase_I,DE,A,21,158.65,2024-01-22
3577,TrialBridge_SA,Oncology,Phase_II,BR,D,290,441.98,2023-12-09
3578,BioPharm_Corp,Immunology,Phase_IV,IT,E,91,55.51,2024-07-27
3579,NovaTrial_Ltd,Cardiology,Phase_IV,BR,D,104,188.41,2024-08-24
3580,PharmaScope_BV,Cardiology,Phase_IV,CA,B,389,69.81,2022-03-27
3581,PharmaScope_BV,Immunology,Phase_III,US,C,344,155.67,2024-08-24
3582,GlobalClin_KK,Neurology,Phase_I,IT,A,259,55.67,2024-04-18
3583,BioPharm_Corp,Neurology,Phase_IV,AU,B,336,426.04,2022-08-15
3584,BioAxis_Pty,Rare_Disease,Phase_II,BR,A,281,267.27,2022-12-04
3585,MedResearch_Inc,Immunology,Phase_II,AU,E,201,235.85,2024-04-04
3586,TrialBridge_SA,Rare_Disease,Phase_IV,CA,C,232,133.46,2022-08-26
3587,TriPharm_LLC,Oncology,Phase_II,DE,B,370,443.87,2023-05-11
3588,MedResearch_Inc,Neurology,Phase_IV,US,C,488,136.22,2024-01-26
3589,MedResearch_Inc,Neurology,Phase_IV,IT,D,383,153.52,2023-12-14
3590,ClinPath_AG,Rare_Disease,Phase_II,ES,B,265,98.14,2024-09-24
3591,GlobalClin_KK,Rare_Disease,Phase_II,AU,C,191,69.88,2022-05-03
3592,TriPharm_LLC,Cardiology,Phase_IV,FR,D,444,479.26,2022-11-20
3593,TrialBridge_SA,Rare_Disease,Phase_IV,AU,A,288,323.05,2024-12-15
3594,NovaTrial_Ltd,Immunology,Phase_IV,BR,D,194,148.26,2023-09-16
3595,TriPharm_LLC,Cardiology,Phase_II,JP,A,368,377.33,2022-09-30
3596,BioPharm_Corp,Rare_Disease,Phase_IV,ES,B,170,280.88,2022-11-14
3597,PharmaScope_BV,Oncology,Phase_II,IT,B,391,180.97,2023-01-07
3598,NovaTrial_Ltd,Immunology,Phase_III,NL,A,104,330.0,2023-08-31
3599,BioPharm_Corp,Rare_Disease,Phase_III,US,D,185,259.21,2022-11-08
3600,TriPharm_LLC,Immunology,Phase_II,IT,D,32,144.02,2023-11-13
3601,BioPharm_Corp,Neurology,Phase_II,IT,B,379,75.16,2023-05-04
3602,TriPharm_LLC,Rare_Disease,Phase_III,IT,D,304,122.22,2023-10-31
3603,TrialBridge_SA,Oncology,Phase_I,AU,C,265,444.03,2022-06-20
3604,MedResearch_Inc,Cardiology,Phase_III,BR,D,257,497.5,2023-11-15
3605,CurePath_AB,Immunology,Phase_I,US,B,49,445.58,2024-10-10
3606,BioPharm_Corp,Immunology,Phase_II,FR,A,251,295.58,2022-05-29
3607,GlobalClin_KK,Cardiology,Phase_III,BR,C,186,224.61,2022-12-25
3608,BioAxis_Pty,Immunology,Phase_III,AU,B,184,452.92,2024-01-31
3609,MedResearch_Inc,Immunology,Phase_IV,ES,E,308,334.81,2023-11-08
3610,MedResearch_Inc,Neurology,Phase_III,FR,E,210,198.36,2024-01-10
3611,BioPharm_Corp,Oncology,Phase_III,US,C,95,249.6,2023-09-06
3612,BioPharm_Corp,Rare_Disease,Phase_III,IT,A,341,319.52,2024-01-19
3613,BioPharm_Corp,Cardiology,Phase_IV,AU,B,148,391.91,2023-10-30
3614,PharmaScope_BV,Neurology,Phase_IV,AU,A,152,298.9,2022-03-23
3615,TrialBridge_SA,Neurology,Phase_II,IT,B,244,113.69,2024-04-03
3616,PharmaScope_BV,Cardiology,Phase_IV,AU,A,25,382.5,2023-05-05
3617,BioAxis_Pty,Oncology,Phase_II,AU,A,383,443.63,2022-02-26
3618,MedResearch_Inc,Rare_Disease,Phase_II,BR,C,281,213.23,2023-03-25
3619,BioAxis_Pty,Immunology,Phase_I,US,D,348,343.77,2023-04-22
3620,GlobalClin_KK,Oncology,Phase_IV,JP,B,269,402.69,2022-04-06
3621,TriPharm_LLC,Neurology,Phase_III,DE,A,223,325.88,2024-12-27
3622,BioAxis_Pty,Immunology,Phase_III,CA,E,236,427.07,2022-09-01
3623,NovaTrial_Ltd,Rare_Disease,Phase_IV,JP,C,31,373.16,2022-12-29
3624,TrialBridge_SA,Rare_Disease,Phase_II,BR,C,279,114.34,2023-04-29
3625,GlobalClin_KK,Oncology,Phase_I,US,E,497,311.25,2024-07-01
3626,BioPharm_Corp,Rare_Disease,Phase_III,IT,B,55,398.74,2024-03-25
3627,BioPharm_Corp,Oncology,Phase_I,FR,A,17,351.47,2024-04-24
3628,BioPharm_Corp,Immunology,Phase_III,IT,B,293,396.91,2022-09-17
3629,NovaTrial_Ltd,Neurology,Phase_I,FR,E,414,332.96,2024-07-15
3630,CurePath_AB,Rare_Disease,Phase_IV,JP,B,316,421.36,2024-06-28
3631,ClinPath_AG,Neurology,Phase_I,CA,D,204,97.51,2023-05-24
3632,NovaTrial_Ltd,Neurology,Phase_II,AU,E,396,438.74,2023-08-22
3633,PharmaScope_BV,Immunology,Phase_III,ES,A,256,219.86,2022-02-10
3634,MedResearch_Inc,Oncology,Phase_IV,NL,D,455,136.73,2024-04-13
3635,TriPharm_LLC,Oncology,Phase_IV,BR,A,321,127.13,2024-11-19
3636,NovaTrial_Ltd,Immunology,Phase_I,CA,E,348,178.25,2023-06-02
3637,CurePath_AB,Neurology,Phase_IV,US,E,31,235.31,2023-08-16
3638,ClinPath_AG,Immunology,Phase_II,AU,E,234,444.19,2023-07-02
3639,MedResearch_Inc,Neurology,Phase_II,JP,C,450,245.48,2022-04-01
3640,PharmaScope_BV,Rare_Disease,Phase_III,US,D,174,309.61,2023-11-11
3641,TriPharm_LLC,Cardiology,Phase_IV,BR,C,321,78.66,2024-03-01
3642,ClinPath_AG,Neurology,Phase_III,NL,D,127,147.38,2024-10-14
3643,MedResearch_Inc,Cardiology,Phase_II,JP,D,339,63.08,2024-10-16
3644,GlobalClin_KK,Oncology,Phase_I,CA,E,120,339.49,2023-06-24
3645,GlobalClin_KK,Oncology,Phase_IV,US,B,388,375.49,2024-11-17
3646,MedResearch_Inc,Oncology,Phase_II,BR,E,491,448.06,2023-08-03
3647,NovaTrial_Ltd,Oncology,Phase_IV,JP,D,190,210.46,2023-12-05
3648,BioAxis_Pty,Cardiology,Phase_II,ES,C,278,132.45,2023-10-22
3649,TriPharm_LLC,Neurology,Phase_I,US,E,90,78.58,2024-12-30
3650,GlobalClin_KK,Immunology,Phase_IV,FR,C,433,202.95,2024-03-19
3651,CurePath_AB,Rare_Disease,Phase_I,BR,A,343,299.6,2022-05-12
3652,ClinPath_AG,Neurology,Phase_IV,BR,D,28,328.31,2022-03-20
3653,CurePath_AB,Neurology,Phase_I,IT,A,337,178.88,2023-03-26
3654,CurePath_AB,Oncology,Phase_II,DE,D,172,465.92,2023-07-20
3655,TriPharm_LLC,Cardiology,Phase_I,ES,A,27,268.44,2024-01-03
3656,TriPharm_LLC,Cardiology,Phase_IV,BR,A,156,445.44,2023-06-12
3657,MedResearch_Inc,Neurology,Phase_I,CA,D,289,203.13,2023-07-19
3658,NovaTrial_Ltd,Cardiology,Phase_III,IT,B,234,240.56,2024-10-07
3659,BioAxis_Pty,Cardiology,Phase_IV,JP,E,219,193.48,2023-01-03
3660,GlobalClin_KK,Neurology,Phase_II,JP,E,345,311.89,2023-06-25
3661,GlobalClin_KK,Oncology,Phase_I,CA,A,221,196.41,2023-09-03
3662,GlobalClin_KK,Rare_Disease,Phase_IV,ES,E,395,425.62,2023-05-29
3663,BioPharm_Corp,Immunology,Phase_III,CA,D,278,484.74,2024-11-27
3664,GlobalClin_KK,Rare_Disease,Phase_IV,ES,D,202,143.57,2024-11-20
3665,PharmaScope_BV,Cardiology,Phase_II,CA,D,188,373.89,2023-07-17
3666,BioPharm_Corp,Neurology,Phase_II,FR,C,388,103.24,2023-05-09
3667,CurePath_AB,Rare_Disease,Phase_II,IT,E,434,356.14,2023-10-08
3668,BioPharm_Corp,Cardiology,Phase_I,US,A,17,325.35,2022-07-18
3669,ClinPath_AG,Rare_Disease,Phase_III,JP,C,157,341.66,2023-04-12
3670,ClinPath_AG,Oncology,Phase_IV,CA,D,275,100.56,2022-08-26
3671,BioAxis_Pty,Oncology,Phase_III,BR,D,120,461.18,2022-06-07
3672,BioPharm_Corp,Neurology,Phase_III,FR,C,197,486.74,2022-04-15
3673,MedResearch_Inc,Cardiology,Phase_III,AU,B,384,130.09,2023-10-06
3674,MedResearch_Inc,Immunology,Phase_I,CA,E,354,485.0,2022-01-01
3675,PharmaScope_BV,Rare_Disease,Phase_IV,FR,C,376,349.12,2023-12-10
3676,CurePath_AB,Cardiology,Phase_I,NL,B,252,373.68,2023-04-19
3677,MedResearch_Inc,Immunology,Phase_II,DE,E,194,234.96,2023-02-06
3678,MedResearch_Inc,Cardiology,Phase_III,ES,D,484,368.87,2024-04-23
3679,PharmaScope_BV,Oncology,Phase_I,FR,D,76,263.99,2023-08-14
3680,MedResearch_Inc,Rare_Disease,Phase_III,FR,B,383,65.95,2024-03-14
3681,TriPharm_LLC,Neurology,Phase_I,AU,A,499,443.86,2024-02-17
3682,ClinPath_AG,Immunology,Phase_I,CA,A,360,298.47,2022-02-05
3683,NovaTrial_Ltd,Cardiology,Phase_IV,JP,A,76,119.27,2022-08-25
3684,PharmaScope_BV,Neurology,Phase_III,FR,C,480,392.01,2023-09-17
3685,BioPharm_Corp,Rare_Disease,Phase_IV,NL,D,124,417.2,2024-12-05
3686,BioAxis_Pty,Neurology,Phase_I,NL,C,53,177.84,2022-06-19
3687,CurePath_AB,Oncology,Phase_IV,BR,A,57,115.56,2022-04-26
3688,CurePath_AB,Neurology,Phase_II,DE,E,221,144.38,2024-10-28
3689,CurePath_AB,Oncology,Phase_IV,DE,C,247,100.51,2024-11-25
3690,PharmaScope_BV,Oncology,Phase_II,BR,E,334,167.44,2022-07-03
3691,GlobalClin_KK,Rare_Disease,Phase_IV,CA,E,17,335.13,2023-03-17
3692,MedResearch_Inc,Rare_Disease,Phase_IV,JP,D,89,217.91,2023-11-18
3693,CurePath_AB,Rare_Disease,Phase_III,ES,D,60,68.7,2022-08-02
3694,NovaTrial_Ltd,Oncology,Phase_II,JP,B,216,402.14,2022-12-24
3695,NovaTrial_Ltd,Rare_Disease,Phase_IV,ES,B,458,188.11,2023-03-10
3696,TriPharm_LLC,Cardiology,Phase_II,BR,E,179,233.82,2023-12-05
3697,MedResearch_Inc,Oncology,Phase_I,IT,B,424,155.74,2022-12-04
3698,MedResearch_Inc,Neurology,Phase_IV,IT,A,173,74.94,2023-03-28
3699,GlobalClin_KK,Cardiology,Phase_I,IT,B,78,450.19,2022-11-14
3700,MedResearch_Inc,Neurology,Phase_I,US,C,120,383.53,2024-04-12
3701,BioAxis_Pty,Rare_Disease,Phase_I,CA,B,173,73.33,2022-06-17
3702,PharmaScope_BV,Neurology,Phase_III,FR,C,424,439.03,2022-09-10
3703,BioAxis_Pty,Cardiology,Phase_I,US,B,478,238.96,2022-10-01
3704,BioPharm_Corp,Rare_Disease,Phase_I,IT,D,138,106.77,2024-09-19
3705,BioAxis_Pty,Immunology,Phase_IV,ES,B,160,293.08,2024-11-01
3706,MedResearch_Inc,Cardiology,Phase_I,JP,B,259,343.03,2023-07-03
3707,PharmaScope_BV,Oncology,Phase_III,AU,B,417,383.3,2022-06-21
3708,TriPharm_LLC,Oncology,Phase_II,FR,E,208,368.59,2024-04-08
3709,PharmaScope_BV,Cardiology,Phase_II,BR,D,322,216.87,2023-06-24
3710,BioPharm_Corp,Oncology,Phase_IV,DE,A,299,157.77,2024-07-20
3711,PharmaScope_BV,Rare_Disease,Phase_II,ES,A,183,377.12,2023-01-30
3712,ClinPath_AG,Oncology,Phase_I,NL,A,493,133.09,2024-12-30
3713,PharmaScope_BV,Rare_Disease,Phase_II,US,A,103,244.56,2024-06-03
3714,ClinPath_AG,Immunology,Phase_II,DE,C,382,174.69,2022-09-03
3715,GlobalClin_KK,Oncology,Phase_IV,FR,D,253,70.04,2024-03-06
3716,ClinPath_AG,Neurology,Phase_III,AU,D,215,148.49,2022-11-11
3717,PharmaScope_BV,Oncology,Phase_I,NL,A,296,247.74,2023-01-19
3718,TriPharm_LLC,Cardiology,Phase_IV,AU,C,276,50.12,2022-10-02
3719,GlobalClin_KK,Cardiology,Phase_IV,FR,B,32,174.0,2024-01-18
3720,BioAxis_Pty,Immunology,Phase_II,NL,A,186,330.25,2022-10-16
3721,BioAxis_Pty,Oncology,Phase_II,NL,A,339,360.55,2023-12-02
3722,TriPharm_LLC,Immunology,Phase_II,NL,C,488,499.81,2023-10-01
3723,CurePath_AB,Immunology,Phase_III,IT,E,454,108.91,2024-04-02
3724,CurePath_AB,Rare_Disease,Phase_II,JP,B,227,244.51,2024-12-24
3725,MedResearch_Inc,Neurology,Phase_II,NL,E,170,224.04,2022-01-10
3726,GlobalClin_KK,Cardiology,Phase_II,CA,E,290,226.38,2024-12-21
3727,CurePath_AB,Immunology,Phase_IV,FR,D,173,422.95,2022-04-30
3728,TrialBridge_SA,Immunology,Phase_I,JP,D,51,104.28,2023-08-01
3729,NovaTrial_Ltd,Cardiology,Phase_I,DE,D,382,438.09,2023-01-09
3730,TrialBridge_SA,Cardiology,Phase_I,JP,B,176,105.98,2023-12-02
3731,ClinPath_AG,Immunology,Phase_I,NL,C,149,256.33,2024-03-02
3732,GlobalClin_KK,Rare_Disease,Phase_III,ES,D,432,97.1,2024-07-31
3733,CurePath_AB,Neurology,Phase_II,BR,C,263,104.44,2023-03-17
3734,BioAxis_Pty,Rare_Disease,Phase_II,JP,A,322,209.28,2024-10-19
3735,TrialBridge_SA,Neurology,Phase_IV,BR,B,384,275.81,2022-12-20
3736,TrialBridge_SA,Immunology,Phase_IV,JP,C,47,178.42,2022-08-12
3737,TrialBridge_SA,Cardiology,Phase_IV,FR,A,76,477.62,2023-02-20
3738,PharmaScope_BV,Immunology,Phase_III,NL,A,364,431.46,2023-08-03
3739,ClinPath_AG,Oncology,Phase_IV,IT,D,187,126.49,2024-01-03
3740,GlobalClin_KK,Immunology,Phase_I,DE,A,379,217.03,2024-07-01
3741,MedResearch_Inc,Neurology,Phase_II,NL,A,257,114.18,2022-09-04
3742,NovaTrial_Ltd,Neurology,Phase_III,JP,E,252,373.34,2022-11-29
3743,CurePath_AB,Rare_Disease,Phase_IV,DE,E,183,482.26,2024-10-25
3744,TrialBridge_SA,Neurology,Phase_III,ES,B,408,297.8,2023-04-28
3745,TrialBridge_SA,Immunology,Phase_III,IT,E,419,420.14,2022-09-22
3746,TrialBridge_SA,Immunology,Phase_I,DE,A,270,82.5,2024-12-16
3747,BioPharm_Corp,Oncology,Phase_IV,ES,D,276,402.56,2023-05-08
3748,TrialBridge_SA,Rare_Disease,Phase_IV,DE,B,222,201.09,2024-12-15
3749,TrialBridge_SA,Neurology,Phase_II,US,C,70,457.62,2024-10-04
3750,TrialBridge_SA,Immunology,Phase_IV,FR,D,31,205.91,2024-09-20
3751,BioPharm_Corp,Oncology,Phase_I,DE,B,244,228.0,2023-09-30
3752,BioAxis_Pty,Cardiology,Phase_IV,DE,D,44,286.58,2024-05-25
3753,GlobalClin_KK,Rare_Disease,Phase_III,US,D,488,391.99,2024-11-18
3754,BioAxis_Pty,Neurology,Phase_III,CA,A,26,277.98,2022-10-22
3755,TrialBridge_SA,Oncology,Phase_III,FR,A,268,416.61,2022-02-11
3756,MedResearch_Inc,Neurology,Phase_IV,BR,D,239,154.77,2022-12-18
3757,CurePath_AB,Rare_Disease,Phase_II,FR,C,377,331.17,2023-11-30
3758,MedResearch_Inc,Oncology,Phase_I,FR,E,373,337.82,2023-08-23
3759,PharmaScope_BV,Oncology,Phase_III,US,D,457,159.29,2022-03-30
3760,BioPharm_Corp,Neurology,Phase_IV,JP,C,83,345.32,2023-09-07
3761,NovaTrial_Ltd,Neurology,Phase_IV,IT,C,382,222.57,2022-07-11
3762,NovaTrial_Ltd,Oncology,Phase_IV,US,A,468,151.19,2023-07-09
3763,PharmaScope_BV,Oncology,Phase_I,BR,E,316,448.06,2023-09-23
3764,ClinPath_AG,Neurology,Phase_I,CA,A,482,494.96,2023-11-29
3765,MedResearch_Inc,Neurology,Phase_I,JP,C,418,215.7,2023-03-29
3766,BioAxis_Pty,Oncology,Phase_III,FR,D,425,302.16,2023-03-24
3767,GlobalClin_KK,Immunology,Phase_II,IT,C,42,298.51,2024-01-14
3768,BioAxis_Pty,Cardiology,Phase_I,FR,D,24,460.58,2024-04-01
3769,CurePath_AB,Rare_Disease,Phase_II,US,B,369,161.38,2024-06-04
3770,ClinPath_AG,Rare_Disease,Phase_III,AU,B,302,154.2,2023-01-01
3771,GlobalClin_KK,Immunology,Phase_I,JP,E,35,52.53,2023-04-10
3772,CurePath_AB,Oncology,Phase_IV,AU,C,482,251.31,2022-12-29
3773,MedResearch_Inc,Oncology,Phase_II,FR,A,258,312.46,2023-08-02
3774,MedResearch_Inc,Cardiology,Phase_I,BR,C,123,288.82,2022-05-20
3775,TrialBridge_SA,Neurology,Phase_II,BR,E,489,244.77,2023-04-17
3776,BioAxis_Pty,Cardiology,Phase_II,NL,A,391,251.87,2022-07-26
3777,NovaTrial_Ltd,Immunology,Phase_IV,CA,B,324,120.33,2023-08-07
3778,PharmaScope_BV,Neurology,Phase_I,US,D,475,407.68,2024-07-21
3779,ClinPath_AG,Cardiology,Phase_II,FR,E,101,82.49,2024-12-15
3780,BioAxis_Pty,Rare_Disease,Phase_III,ES,B,207,264.06,2023-05-05
3781,ClinPath_AG,Rare_Disease,Phase_IV,NL,E,126,495.5,2022-03-03
3782,MedResearch_Inc,Immunology,Phase_I,AU,A,337,83.6,2022-09-07
3783,MedResearch_Inc,Cardiology,Phase_I,DE,A,426,169.1,2022-04-25
3784,BioPharm_Corp,Rare_Disease,Phase_IV,US,B,486,398.62,2024-04-12
3785,GlobalClin_KK,Immunology,Phase_IV,CA,C,271,327.5,2024-12-15
